Ranking Section,Item Name,Internal Category,Score (Worst to Best),Assigned Group
,ExpansionVodnik_Cover,other,10.0000,TIER 3 / MILITARY
,ExpansionVodnik_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,ExpansionBus_Cover,other,10.0000,TIER 3 / MILITARY
,ExpansionBus_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,ExpansionTractor_Cover,other,10.0000,TIER 3 / MILITARY
,ExpansionTractor_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,BMW525_Cover,other,10.0000,TIER 3 / MILITARY
,BMW525_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagLandrover_Cover,other,10.0000,TIER 3 / MILITARY
,RagLandrover_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,VeeDub_Cover,other,10.0000,TIER 3 / MILITARY
,VeeDub_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,ZeroyJeepWillys_Cover,other,10.0000,TIER 3 / MILITARY
,ZeroyJeepWillys_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CrSkZil131_Cover,other,10.0000,TIER 3 / MILITARY
,CrSkZil131_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,SkyJeep_Cover,other,10.0000,TIER 3 / MILITARY
,SkyJeep_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Kopter_Cover,other,10.0000,TIER 3 / MILITARY
,Kopter_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Bruiser_Cover,other,10.0000,TIER 3 / MILITARY
,Bruiser_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,SavageSherpa_Cover,other,10.0000,TIER 3 / MILITARY
,SavageSherpa_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,TrolleyEKart_Cover,other,10.0000,TIER 3 / MILITARY
,TrolleyEKart_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagMTVR_Cover,other,10.0000,TIER 3 / MILITARY
,RagMTVR_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,MungATV_Cover,other,10.0000,TIER 3 / MILITARY
,MungATV_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CZLandrover_Cover,other,10.0000,TIER 3 / MILITARY
,CZLandrover_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CarsPlusGolf_Cover,other,10.0000,TIER 3 / MILITARY
,CarsPlusGolf_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CarsPlusNiva_Cover,other,10.0000,TIER 3 / MILITARY
,CarsPlusNiva_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CarsPlusSkoda_Cover,other,10.0000,TIER 3 / MILITARY
,CarsPlusSkoda_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CarsPlusVolga_Cover,other,10.0000,TIER 3 / MILITARY
,CarsPlusVolga_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,BlackoutsBaja_Cover,other,10.0000,TIER 3 / MILITARY
,BlackoutsBaja_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,LandroverPickup_Cover,other,10.0000,TIER 3 / MILITARY
,LandroverPickup_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CougarMRAP_Cover,other,10.0000,TIER 3 / MILITARY
,CougarMRAP_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Dingo_Cover,other,10.0000,TIER 3 / MILITARY
,Dingo_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagGAZ69_Cover,other,10.0000,TIER 3 / MILITARY
,RagGAZ69_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,UAZ469H4_Cover,other,10.0000,TIER 3 / MILITARY
,UAZ469H4_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CrSkTyphoon_Cover,other,10.0000,TIER 3 / MILITARY
,CrSkTyphoon_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagHummerRefresh_Cover,other,10.0000,TIER 3 / MILITARY
,RagHummerRefresh_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CJ187GAZ66_Cover,other,10.0000,TIER 3 / MILITARY
,CJ187GAZ66_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CJ187Hummer_Cover,other,10.0000,TIER 3 / MILITARY
,CJ187Hummer_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CJ187UAZ_Cover,other,10.0000,TIER 3 / MILITARY
,CJ187UAZ_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CrSkVAZ2107_Cover,other,10.0000,TIER 3 / MILITARY
,CrSkVAZ2107_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Lada4x4_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Volga_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Skoda120_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Golf_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,V3S_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,TrolleyKart_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,IRPLandRoverDefender_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ZIL130_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,LadaPickup_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,LadaPickupFire_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,BlackoutsCorvette_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Kamaz_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,SavageBTRHT_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,SavageLiftedTahoe_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Skoda1203_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,HMVVEEErag_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,UAZ469kirman_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,MercedesG65_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionMh6_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionUh1h_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionMerlin_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionGyro_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionUAZ_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionVodnik_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionBus_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionTractor_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,BMW525_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagLandrover_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,VeeDub_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ZeroyJeepWillys_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CrSkZil131_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,SkyJeep_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Kopter_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Bruiser_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,SavageSherpa_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,TrolleyEKart_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagMTVR_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,MungATV_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CZLandrover_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CarsPlusGolf_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CarsPlusNiva_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CarsPlusSkoda_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CarsPlusVolga_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,BlackoutsBaja_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,LandroverPickup_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CougarMRAP_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Dingo_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagGAZ69_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,UAZ469H4_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CrSkTyphoon_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagHummerRefresh_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CJ187GAZ66_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CJ187Hummer_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CJ187UAZ_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,CrSkVAZ2107_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Lada4x4_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Volga_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Skoda120_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Golf_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,V3S_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,TrolleyKart_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,IRPLandRoverDefender_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ZIL130_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,LadaPickup_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,LadaPickupFire_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,BlackoutsCorvette_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Kamaz_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,SavageBTRHT_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,SavageLiftedTahoe_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Skoda1203_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,HMVVEEErag_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,UAZ469kirman_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,MercedesG65_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionMh6_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionUh1h_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionMerlin_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionGyro_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionUAZ_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionVodnik_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionBus_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionTractor_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,BMW525_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagLandrover_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,VeeDub_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ZeroyJeepWillys_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CrSkZil131_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,SkyJeep_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Kopter_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Bruiser_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,SavageSherpa_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,TrolleyEKart_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagMTVR_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,MungATV_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CZLandrover_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CarsPlusGolf_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CarsPlusNiva_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CarsPlusSkoda_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CarsPlusVolga_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,BlackoutsBaja_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,LandroverPickup_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CougarMRAP_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Dingo_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagGAZ69_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,UAZ469H4_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CrSkTyphoon_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagHummerRefresh_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CJ187GAZ66_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CJ187Hummer_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CJ187UAZ_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,CrSkVAZ2107_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Chevy_C10_Cover,other,10.0000,TIER 3 / MILITARY
,Chevy_C10_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Chevy_C10_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Chevy_C10_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,dbo_tractor_Cover,other,10.0000,TIER 3 / MILITARY
,dbo_tractor_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,dbo_tractor_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,dbo_tractor_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Glowler_ITV_Cover,other,10.0000,TIER 3 / MILITARY
,Glowler_ITV_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Glowler_ITV_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Glowler_ITV_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Jeep_Wnagler_Cover,other,10.0000,TIER 3 / MILITARY
,Jeep_Wnagler_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Jeep_Wnagler_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Jeep_Wnagler_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,LAPV_Cover,other,10.0000,TIER 3 / MILITARY
,LAPV_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,LAPV_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,LAPV_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagLandrover110_Cover,other,10.0000,TIER 3 / MILITARY
,RagLandrover110_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagLandrover110_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagLandrover110_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,BPGaz_Cover,other,10.0000,TIER 3 / MILITARY
,BPGaz_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,BPGaz_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,BPGaz_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Cherokee1984_Cover,other,10.0000,TIER 3 / MILITARY
,Cherokee1984_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Cherokee1984_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Cherokee1984_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,DmnsURAL_Cover,other,10.0000,TIER 3 / MILITARY
,DmnsURAL_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,DmnsURAL_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,DmnsURAL_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,DmnsDatsun_Cover,other,10.0000,TIER 3 / MILITARY
,DmnsDatsun_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,DmnsDatsun_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,DmnsDatsun_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,DmnsHUMVEE_Cover,other,10.0000,TIER 3 / MILITARY
,DmnsHUMVEE_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,DmnsHUMVEE_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,DmnsHUMVEE_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,DmnsKAMAZ_Cover,other,10.0000,TIER 3 / MILITARY
,DmnsKAMAZ_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,DmnsKAMAZ_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,DmnsKAMAZ_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,DmnsMRAP_Cover,other,10.0000,TIER 3 / MILITARY
,DmnsMRAP_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,DmnsMRAP_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,DmnsMRAP_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,DmnsMTVR_Cover,other,10.0000,TIER 3 / MILITARY
,DmnsMTVR_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,DmnsMTVR_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,DmnsMTVR_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,LAMV_Cover,other,10.0000,TIER 3 / MILITARY
,LAMV_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,LAMV_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,LAMV_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,UAZ3303_Cover,other,10.0000,TIER 3 / MILITARY
,UAZ3303_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,UAZ3303_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,UAZ3303_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,NehrTrailBrozer_Cover,other,10.0000,TIER 3 / MILITARY
,NehrTrailBrozer_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,NehrTrailBrozer_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,NehrTrailBrozer_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,PitbullVX_Cover,other,10.0000,TIER 3 / MILITARY
,PitbullVX_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,PitbullVX_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,PitbullVX_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,WickedRV_Cover,other,10.0000,TIER 3 / MILITARY
,WickedRV_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,WickedRV_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,WickedRV_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,NMKAMAZ_Cover,other,10.0000,TIER 3 / MILITARY
,NMKAMAZ_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,NMKAMAZ_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,NMKAMAZ_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RPMUAZ469_Cover,other,10.0000,TIER 3 / MILITARY
,RPMUAZ469_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RPMUAZ469_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RPMUAZ469_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,BS_BMWe32_Cover,other,10.0000,TIER 3 / MILITARY
,BS_BMWe32_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,BS_BMWe32_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,BS_BMWe32_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,BS_Rover_Cover,other,10.0000,TIER 3 / MILITARY
,BS_Rover_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,BS_Rover_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,BS_Rover_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,BS_w123_Cover,other,10.0000,TIER 3 / MILITARY
,BS_w123_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,BS_w123_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,BS_w123_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,BS_CJ7_Cover,other,10.0000,TIER 3 / MILITARY
,BS_CJ7_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,BS_CJ7_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,BS_CJ7_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,TFVaz_2126_Cover,other,10.0000,TIER 3 / MILITARY
,TFVaz_2126_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,TFVaz_2126_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,TFVaz_2126_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RaG_ATV_Cover,other,10.0000,TIER 3 / MILITARY
,RaG_ATV_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RaG_ATV_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RaG_ATV_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RaG_Schoolbus_Cover,other,10.0000,TIER 3 / MILITARY
,RaG_Schoolbus_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RaG_Schoolbus_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RaG_Schoolbus_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,FK_Kraz6322_Cover,other,10.0000,TIER 3 / MILITARY
,FK_Kraz6322_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,FK_Kraz6322_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,FK_Kraz6322_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Chaos_Kart_Cover,other,10.0000,TIER 3 / MILITARY
,Chaos_Kart_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Chaos_Kart_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Chaos_Kart_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,Croco_QuadBike_Cover,other,10.0000,TIER 3 / MILITARY
,Croco_QuadBike_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,Croco_QuadBike_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,Croco_QuadBike_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,GunnerTruck_Cover,other,10.0000,TIER 3 / MILITARY
,GunnerTruck_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,GunnerTruck_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,GunnerTruck_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,GazTigr_Cover,other,10.0000,TIER 3 / MILITARY
,GazTigr_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,GazTigr_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,GazTigr_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,dboATV_Cover,other,10.0000,TIER 3 / MILITARY
,dboATV_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,dboATV_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,dboATV_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,ExpansionLandrover_Cover,other,10.0000,TIER 3 / MILITARY
,ExpansionLandrover_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,ExpansionLandrover_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,ExpansionLandrover_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagJeepWillis_Cover,other,10.0000,TIER 3 / MILITARY
,RagJeepWillis_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagJeepWillis_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagJeepWillis_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagZil130_Cover,other,10.0000,TIER 3 / MILITARY
,RagZil130_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagZil130_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagZil130_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagVWBeetle_Cover,other,10.0000,TIER 3 / MILITARY
,RagVWBeetle_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagVWBeetle_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagVWBeetle_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,RagDerbyCar_Cover,other,10.0000,TIER 3 / MILITARY
,RagDerbyCar_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,RagDerbyCar_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,RagDerbyCar_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,H4ZiL131_Cover,other,10.0000,TIER 3 / MILITARY
,H4ZiL131_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,H4ZiL131_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,H4ZiL131_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,TFUAZ3151_Cover,other,10.0000,TIER 3 / MILITARY
,TFUAZ3151_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,TFUAZ3151_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,TFUAZ3151_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,vg7scorpion_Cover,other,10.0000,TIER 3 / MILITARY
,vg7scorpion_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,vg7scorpion_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,vg7scorpion_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,izh_Cover,other,10.0000,TIER 3 / MILITARY
,izh_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,izh_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,izh_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,TrailBrozer_Cover,other,10.0000,TIER 3 / MILITARY
,TrailBrozer_Cover_Winter,other,10.0000,TIER 3 / MILITARY
,TrailBrozer_Cover_Civil,other,10.0000,TIER 3 / MILITARY
,TrailBrozer_Cover_Desert,other,10.0000,TIER 3 / MILITARY
,CowPelt,other,10.0000,TIER 3 / MILITARY
,rm_Fence_Medium_Hologram,other,10.0000,TIER 3 / MILITARY
,rm_Fence_Medium,other,10.0000,TIER 3 / MILITARY
,rm_Fence_MediumHigh_Hologram,other,10.0000,TIER 3 / MILITARY
,rm_Fence_MediumHigh,other,10.0000,TIER 3 / MILITARY
,rm_Fence_Smail_Hologram,other,10.0000,TIER 3 / MILITARY
,rm_Fence_Smail,other,10.0000,TIER 3 / MILITARY
,rm_WatchtowerBig_Hologram,other,10.0000,TIER 3 / MILITARY
,rm_WatchtowerBig,other,10.0000,TIER 3 / MILITARY
,BarrelHoles_Green,other,10.0000,TIER 3 / MILITARY
,BarrelHoles_Blue,other,10.0000,TIER 3 / MILITARY
,BarrelHoles_Red,other,10.0000,TIER 3 / MILITARY
,BarrelHoles_Yellow,other,10.0000,TIER 3 / MILITARY
,OH_big_locker_olive_Kit,other,10.0000,TIER 3 / MILITARY
,OH_big_locker_camo_Kit,other,10.0000,TIER 3 / MILITARY
,OH_big_locker_grey_Kit,other,10.0000,TIER 3 / MILITARY
,OH_big_locker_grey,other,10.0000,TIER 3 / MILITARY
,OH_big_locker_olive,other,10.0000,TIER 3 / MILITARY
,OH_big_locker_camo,other,10.0000,TIER 3 / MILITARY
,OH_crate_for_tools_blue,other,10.0000,TIER 3 / MILITARY
,OH_crate_for_tools_green,other,10.0000,TIER 3 / MILITARY
,OH_carpet_floor_model_2,other,10.0000,TIER 3 / MILITARY
,OHcupboardKit,other,10.0000,TIER 3 / MILITARY
,OHcupboard,other,10.0000,TIER 3 / MILITARY
,OH_Gunrack_doubleKit,other,10.0000,TIER 3 / MILITARY
,OH_fridge_white,other,10.0000,TIER 3 / MILITARY
,OH_zil_old_refrigerator_white,other,10.0000,TIER 3 / MILITARY
,OH_garage_shelf_Kit,other,10.0000,TIER 3 / MILITARY
,OH_gun_cabinet_Kit,other,10.0000,TIER 3 / MILITARY
,OH_gun_cabinet,other,10.0000,TIER 3 / MILITARY
,OH_gunlockerKit,other,10.0000,TIER 3 / MILITARY
,OH_gunlocker,other,10.0000,TIER 3 / MILITARY
,OH_GunrackKit,other,10.0000,TIER 3 / MILITARY
,OH_gunshelfKit,other,10.0000,TIER 3 / MILITARY
,OH_gunshelf_cover_Kit,other,10.0000,TIER 3 / MILITARY
,OH_kabak_house_Kit,other,10.0000,TIER 3 / MILITARY
,OH_kabak_house,other,10.0000,TIER 3 / MILITARY
